index,truth_path,ming_path,alex_path,alex_delta_to_rho,ming_log_mu,ming_log_sd,ming_ks,alex_log_mu,alex_log_sd,alex_ks,status,error
43,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/43.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/43.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_43_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11356627196073532,0.30093953013420105,0.20378000000000002,0.21131838858127594,0.3816048502922058,0.62768,ok,
44,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/44.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/44.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_44_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11804003268480301,0.2944949269294739,0.20558,0.22130291163921356,0.38467633724212646,0.63806,ok,
45,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/45.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/45.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_45_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12338387966156006,0.30341020226478577,0.22496,0.2209578901529312,0.388152152299881,0.6408200000000001,ok,
46,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/46.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/46.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_46_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11607931554317474,0.29434317350387573,0.21927999999999997,0.21273022890090942,0.3825186491012573,0.6281599999999999,ok,
47,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/47.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/47.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_47_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12187144160270691,0.2978907525539398,0.22175999999999998,0.2254728078842163,0.38793209195137024,0.6408,ok,
48,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/48.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/48.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_48_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12242487072944641,0.2952701449394226,0.21939999999999998,0.2102939635515213,0.3793446123600006,0.62812,ok,
49,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/49.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/49.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_49_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11601059138774872,0.2966470420360565,0.21520000000000003,0.21994900703430176,0.38653138279914856,0.63378,ok,
50,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/50.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/50.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_50_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12437479943037033,0.30025631189346313,0.22188,0.20756225287914276,0.3792474865913391,0.6169800000000001,ok,
51,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/51.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/51.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_51_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.13355384767055511,0.305254727602005,0.22848,0.23743705451488495,0.3965444564819336,0.64124,ok,
52,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/52.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/52.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_52_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.10613946616649628,0.2982775568962097,0.21101999999999999,0.2050253003835678,0.3803354501724243,0.6216400000000001,ok,
53,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/53.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/53.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_53_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11166226118803024,0.29696255922317505,0.20214000000000001,0.21673233807086945,0.38588547706604004,0.62346,ok,
54,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/54.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/54.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_54_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12828676402568817,0.30122068524360657,0.24132,0.21855060756206512,0.38758817315101624,0.62872,ok,
